nombre,categoria,seccion,descripcion,dimensiones,imagen
CSE14,Carro de servicio,Bar y cafetería,Carro de servicio lacado negro con asa,78x52x80 (cm),https://atrezzovazquez.es/admin/img_prod/CSE14/CSE14-1-720x540.png
CO14,Cocinas,Varios cocina,Cocina  de carbón de hierro negra,93x64x82 (cm),https://atrezzovazquez.es/admin/img_prod/CO14/CO14-1-720x540.png
COM14,Comoda,Dormitorio,Tocador claro 5 cajones con chambrana,84x40x78 (cm),https://atrezzovazquez.es/admin/img_prod/COM14/COM14-1-720x540.png
CON14,Consola,Inglesa,Consola inglesa tapa pintada marrón,193x60x80 (cm),https://atrezzovazquez.es/admin/img_prod/CON14/CON14-1-720x540.png
CU14,Cuadro,Religioso,Cuadro sin marco fotografía juicio final (Tiziano),250x5x340 (cm),https://atrezzovazquez.es/admin/img_prod/CU14/CU14-720x540.png
ANU14,Carteles y anuncios,Tienda,Cartel  antiguo chapa conservas Miau,5x1x15 (cm),https://atrezzovazquez.es/admin/img_prod/ANU14/ANU14-720x540.png
ESP14,Espejo,Bar y cafetería,Espejo marco madera pintura mujer,97x15x158 (cm),https://atrezzovazquez.es/admin/img_prod/ESP14/ESP14-720x540.png
ES14,Estanteria,Cocina,Estante rústico tallado 3 baldas,70x14x51 (cm),https://atrezzovazquez.es/admin/img_prod/ES14/ES14-720x540.png
EST14,Estufa,Calefaccion,Estufa de butano antigua negra,32x47x68 (cm),https://atrezzovazquez.es/admin/img_prod/EST14/EST14-720x540.png
ESTAT14,Estatua,Religioso,Estatua Virgen con Niño de escayola,28x21x67 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT14/ESTAT14-1-720x540.png
GN14,Galan de noche,Dormitorio,Galán de noche tubo niquelado,51x40x112 (cm),https://atrezzovazquez.es/admin/img_prod/GN14/GN14-1-720x540.png
F14,Fichero,Americano,Fichero de madera oscuro de persiana,50x40x127 (cm),https://atrezzovazquez.es/admin/img_prod/F14/F14-1-720x540.png
MUS14,Instrumentos musicales,Musica,Funda de guitarra negra rígida,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/MUS14/MUS14-1 (INM)1-720x540.png
ADO14,Adornos,Salón,Adorno pared madera con figura pez,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO14/ADO14-720x540.png
DPT14,Deporte,Gimnasio,Banco de remo antiguo de gimnasia,140x155x60 (cm),https://atrezzovazquez.es/admin/img_prod/DPT14/GIM15-1-720x540.png
LAM14,Lámpara,Lámpara de mesa,Lámpara de mesa columna madera pintada,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LAM14/LAM14-720X540.png
TYV14,Televisores y vídeos,Televisor,"Televisión antigua caja madera Philips 21""",0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TYV14/TYV14-1-720x540.png
FUM14,Artículos de fumador,Cenicero,Cenicero grande metacrilato colores y adornos marinos,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/FUM14/FUM14-720x540.png
ASP14,Aspiradoras,Electrodomestico,Aspiradora gris de casa,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ASP14/ASP14-720x540.png
AZP14,Azulejos y platos de pared,Decoración,Azulejos de pared pintados diferentes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AZP14/AZP14-720x540.png
BAD14,Bandejas,Menaje,Bandejas chapa decorada,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAD14/BAD14-720x540.png
BYC14,Atrezzo de bar y cafetería,Bar y cafetería,Botellas con funda cuero licor,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BYC14/BYC14(BAR14-720x540).png
COL14,Atrezzo colegio,Colegio,Cartera colegio skay negro y naranja,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/COL14/COL14-720x540.png
DES14,Atrezzo despacho,Despacho,Escribanía de metal grabado 2 tinteros con campana,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DES14/DES14-720x540.png
BAS14,Bascula,Mercado,Balanza de suelo pie madera,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAS14/BAS14-720x540.png
BRA14,Brasero,Calefaccion,Brasero eléctrico mesa camilla rojo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BRA14/BRA14-720x540.png
BRL14,Barril,Bidón,Bidón de chapa con grifo,50x50x92 (cm),https://atrezzovazquez.es/admin/img_prod/BRL14/BRL14-1-720x540.png
CST14,Moda y costura,Costurero,Costurero de tela,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CST14/CST14-720x540.png
CHI14,Chimenea,,Par de morillos de hierro.,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CHI14/CHI14-720x540.png
CRI14,Cristalería,,Copas de cristal grueso,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CRI14/CRI14-720x540.png
MC14,Macetero,Comedor,Macetero oscuro columna salomónica,28x28x92 (cm),https://atrezzovazquez.es/admin/img_prod/MC14/MC14-1-720x540.png
ME14,Mesilla,Dormitorio,Mesilla alta caoba copete espejo y tapa mármol,46x36x136 (cm),https://atrezzovazquez.es/admin/img_prod/ME14/ME14-1-720x540.png
VET14,Ventilador,,Ventilador de suelo caja blanca,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/VET14/VET14-720x540.png
REL14,Reloj,Salón,Reloj de pared nogal adornos metal con pesas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/REL14/REL14-720x540.png
TEL14,Telefonía,,Teléfonos antiguos de mesa de baquelita,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TEL14/TEL14-720x540.png
MYN14,Maletas y neceseres de viaje,Viaje,Maleta antigua fibra marrón cantoneras hierro y tachuelas,70x40x25 (cm),https://atrezzovazquez.es/admin/img_prod/MYN14/MYN14-720x540.png
MYC14,Maletines y carteras,,Maletines de médico antiguos de cuero,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYC14/MYC14-720x540.png
LYR14,Libros y revistas,,Periódicos antiguos,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LYR14/LYR14-720x540.png
TOC14,Objetos de tocador,Tocador,Joyero plateado grabado rectangular con patitas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TOC14/TOC14-720x540.png
VAJ14,Vajilla,Cocina,Platos cristal Duralex verde,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAJ14/VAJ14-720x540.png
JUG14,Juguetes,Juguete,Maquetas de aviones de juguete con sus cajas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JUG14/JUG14-720x540.png
JAR14,Jarrones y jarras,Adorno,Jarra plateada grabada,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JAR14/JAR14-720x540.png
MYS14,Tocadiscos y altavoces,Altavoces,Altavoz antiguo chapa gris,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYS14/MYS14-720x540.png
TP14,Tapices y estandartes,Castillo,Tapiz pintado medieval señores a caballo,157x0x250 (cm),https://atrezzovazquez.es/admin/img_prod/TP14/TP14-720x540.png
ML14,Librería,Americano,Librería despacho americana puertas cristal,105x43x175 (cm),https://atrezzovazquez.es/admin/img_prod/ML14/ML14-1-720x540.png
MED14,Atrezzo medicina,Hospital,Microscopio de laboratorio con su caja madera,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MED14/MED14-720x540.png
HOS14,Hospitales,Medicina,Camilla de curas tubo blanco tapizada skay,182x57x72 (cm),https://atrezzovazquez.es/admin/img_prod/HOS14/HOS14-1-720x540.png
VAA14,Atrezzo vario,,Aros con llaves antiguas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAA14/VAA14-720x540.png
AST14,Atrezzo astronomia,Astronomía,Astrolabio metal grande (sólo esfera),78x78x78 (cm),https://atrezzovazquez.es/admin/img_prod/AST14/AST14-720x540.png
SI14,Sillón,Alfonsino,Sillón alfonsino dorado tallado tapizado damasco,64x65x116 (cm),https://atrezzovazquez.es/admin/img_prod/SI14/SI14-1-720x540.png
RAD14,Radios,,Radio antigua pequeña 2 mandos Philips,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/RAD14/RAD14-720x540.png
JAM14,Jamuga,Medieval,Jamuga de listones con respaldo,62x46x59 (cm),https://atrezzovazquez.es/admin/img_prod/JAM14/JAM14-1-720x540.png
MV14,Muebles varios,Español,Taquillón estilo español con balaustres,110x32x83 (cm),https://atrezzovazquez.es/admin/img_prod/MV14/MV14-1-720x540.png
JAU14,Jaula,,Jaula de loro de varilla dorada grande,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/JAU14/JAU14-720x540.png
JUE14,Juego,Bar y cafetería,Futbolín auténtico de madera con bolas,137x80x100 (cm),https://atrezzovazquez.es/admin/img_prod/JUE14/JUE14-1-720x540.png
SIL14,Silla,Musica,Silla dorada respaldo lira asiento rojo,42x40x96 (cm),https://atrezzovazquez.es/admin/img_prod/SIL14/SIL14-1-720x540.png
MEC14,Mecedora,Enea,Mecedora de enea respaldo 4 palas,63x76x116 (cm),https://atrezzovazquez.es/admin/img_prod/MEC14/MEC14-1-720x540.png
MOS14,Mostrador,Tienda,Caramelero niquelado con 16 tarros de cristal,91x30x119 (cm),https://atrezzovazquez.es/admin/img_prod/MOS14/MOS14-720x540.png
S14,Sofá,Alfonsino,Sofá alfonsino dorado tallado tapizado damasco,180x65x130 (cm),https://atrezzovazquez.es/admin/img_prod/S14/S14-1-720x540.png
ILU14,Iluminación,Calle,Cabeza de farol hexagonal sin palomilla,40x40x85 (cm),https://atrezzovazquez.es/admin/img_prod/ILU14/ILU14-720x540.png
PV14,Pie de vela,Antorchero,Antorchero de suelo de cuadradillo de 1 luz,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PV14/PV14-720x540.png
SEC14,Secreter,Inglesa,Secreter nogal inglés con vitrina,75x48x200 (cm),https://atrezzovazquez.es/admin/img_prod/SEC14/SEC14-1-720x540.png
VI14,Vitrina,Iglesia,Vitrina hornacina caoba interior rojo,107x41x15 (cm),https://atrezzovazquez.es/admin/img_prod/VI14/VI14-720x540.png
PEL14,Peluquería,,Sillas de peluquería giratorias tapizadas azul,60x60x80 (cm),https://atrezzovazquez.es/admin/img_prod/PEL14/PEL14-1-720x540.png
PER14,Perchero,Americano,Perchero de pie curvado oscuro,50x50x188 (cm),https://atrezzovazquez.es/admin/img_prod/PER14/PER14-720x540.png
SR14,Silla de ruedas,Hospital,Andador antiguo tubo redondo dorado,58x100x100 (cm),https://atrezzovazquez.es/admin/img_prod/SR14/SR14-1-720x540.png
PC14,Pizarra,Colegio,Pizarra de colegio marco madera,110x5x90 (cm),https://atrezzovazquez.es/admin/img_prod/PC14/PC14-720x540.png
CAM14,Cámara fotos y vídeo,Cámaras de fotos,Cámara de fotos PRAKTIKA,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CAM14/CAM14-720x540.png
CEM14,Cementerio,Cruces,Cruz de cementerio figurada piedra,40x27x94 (cm),https://atrezzovazquez.es/admin/img_prod/CEM14/CEM14-720x540.png
JUZ14,Juzgado,Juzgados,Mazo de juez de madera liso,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/JUZ14/JUZ14-720x540.png
CAJ14,Caja,Cajas,Caja embalaje con tapa,120x55x64 (cm),https://atrezzovazquez.es/admin/img_prod/CAJ14/CAJ14-1-720x540.png
ARM14,Armero,Medieval,Panoplia damasco marrón con rodela y espadas,80x10x105 (cm),https://atrezzovazquez.es/admin/img_prod/ARM14/ARM14-720x540.png
QIN14,Quinqués,,Quinqué metal bajo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/QIN14/QIN14-720x540.png
MOU14,Mobiliario urbano,Calle,Señal de tráfico STOP con pie,60x60x136 (cm),https://atrezzovazquez.es/admin/img_prod/MOU14/MOU14-720x540.png
ARA14,Atrezzo Árabe,Descatalogado,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/ARA14/LOGOTIPO VAZQUEZ- 720x540.png
CDM14,Centro de mesa,Adorno,Centro de mesa de estaño,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CDM14/CDM14-720x540.png
PAP14,Papelera,,Papelera plástico de colores,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PAP14/PAP14-720x540.png
FIG14,Figuras,Adorno,Figura de escayola perros,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/FIG14/FIG14-720x540.png
PLA14,Playa,Camping,Sillón de camping plegable tela rayas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PLA14/PLA14-720x540.png
REG14,Religión,Cruces,Crucifijo de pared pequeño,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/REG14/REG14-720x540.png
RU14,Rural,Rústico,Cantarera de 2 recortada adorno flor,80x35x66 (cm),https://atrezzovazquez.es/admin/img_prod/RU14/RU14-1-720x540.png
CARR14,Carretilla,Rústico,Carretilla de mano,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CARR14/CARR14-1-720x540.png
ALA15,Alacena,Cocina,Alacena de cocina pintada,100x33x170 (cm),https://atrezzovazquez.es/admin/img_prod/ALA15/ALA15-1-720x540.png
ALF15,Alfombra,Arabe,Alfombra persa marrón,290x200x1 (cm),https://atrezzovazquez.es/admin/img_prod/ALF15/ALF15-720x540.png
AFC15,Alfombra de cama,Arabe,Alfombrín de cama fino persa con fleco,110x60x1 (cm),https://atrezzovazquez.es/admin/img_prod/AFC15/AFC15-720x540.png
AP15,Aparador,Comedor,Aparador inglés puertas laterales cajón central,145x49x98 (cm),https://atrezzovazquez.es/admin/img_prod/AP15/AP15-1-720x540.png
ARC15,Arcon,Rústico,Arcón liso pino con patas,122x65x78 (cm),https://atrezzovazquez.es/admin/img_prod/ARC15/ARC15-1-720x540.png
AR15,Armario,Dormitorio,Armario pino 2 puertas con copete,110x60x220 (cm),https://atrezzovazquez.es/admin/img_prod/AR15/AR15-1-720x540.png
ATR15,Atril,Iglesia,Atril de mesa o de altar de madera,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ATR15/ATR15-1-720x540.png
BAC15,Banco,Colegio,Banco pupitre tapizado terciopelo,145x70x70 (cm),https://atrezzovazquez.es/admin/img_prod/BAC15/BAC15-1-720x540.png
BAN15,Banqueta,Dormitorio,Banqueta reposapies patas forma,74x46x35 (cm),https://atrezzovazquez.es/admin/img_prod/BAN15/BAN15-1-720x540.png
M15,Mesa,Comedor,Mesa de comedor estilo español patas lira,176x84x79 (cm),https://atrezzovazquez.es/admin/img_prod/M15/M15-1-720x540.png
BA15,Baño,Lavabo,Lavabo con pie,63x48x88 (cm),https://atrezzovazquez.es/admin/img_prod/BA15/BA15-1-720x540.png
BAU15,Baul,Almacenaje,Baúl tapa piramidal forrado cuero y tachuelas,48x30x43 (cm),https://atrezzovazquez.es/admin/img_prod/BAU15/BAU15-1-720x540.png
ESC15,Escaleras,Biblioteca,Escalera de caracol nogal con barra torneada,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ESC15/ESC15-720x540.png
BIO15,Biombo,Dormitorio,Biombo 2 hojas tablitas pintado,100x4x170 (cm),https://atrezzovazquez.es/admin/img_prod/BIO15/BIO15-720x540.png
CAB15,Caballete,Pintor,Caballete de pintor plegable 3 pies,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CAB15/CAB15-720x540.png
CAR15,Caja registradora,Tienda,Caja registradora roja con manivela  National,50x42x55 (cm),https://atrezzovazquez.es/admin/img_prod/CAR15/CAR15-1-720x540.png
CA15,Cama,Años setenta,Cabecero tapizado capitoné skay crema con borde embero,180x6x98 (cm),https://atrezzovazquez.es/admin/img_prod/CA15/CA15-720x540.png
CO15,Cocinas,Varios cocina,Cocina de carbón de hierro negra,90x51x82 (cm),https://atrezzovazquez.es/admin/img_prod/CO15/CO15-1-720x540.png
COM15,Comoda,Dormitorio,Tocador Luis XV blanco con espejo tríptico (tiene banqueta a juego),112x42x167 (cm),https://atrezzovazquez.es/admin/img_prod/COM15/COM15-2-720x540.png
CON15,Consola,Descatalogado,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CON15/LOGOTIPO VAZQUEZ- 720x540.png
CU15,Cuadro,Retratos,Cuadro marco ancho madera fotografía Ticio (Tiziano),290x10x250 (cm),https://atrezzovazquez.es/admin/img_prod/CU15/CU15-720x540.png
ANU15,Carteles y anuncios,Bar y cafetería,Cartel  antiguo chapa vino Jerez,10x1x15 (cm),https://atrezzovazquez.es/admin/img_prod/ANU15/ANU15-720x540.png
ESP15,Espejo,Bar y cafetería,Espejo marco madera pintura mujer,97x15x158 (cm),https://atrezzovazquez.es/admin/img_prod/ESP15/ESP15-720x540.png
ES15,Estanteria,Cocina,Estante estilo español 3 entrepaños,60x20x100 (cm),https://atrezzovazquez.es/admin/img_prod/ES15/ES15-1-720x540.png
EST15,Estufa,Calefaccion,Estufa de butano negra rejilla Mepamsa,42x46x72 (cm),https://atrezzovazquez.es/admin/img_prod/EST15/EST15-720x540.png
ESTAT15,Estatua,Religioso,Estatua Santo de escayola,55x40x153 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT15/ESTAT15-1-720x540.png
GN15,Galan de noche,Dormitorio,Galán de noche tubo negro y embero,50x40x107 (cm),https://atrezzovazquez.es/admin/img_prod/GN15/GN15-1-720x540.png
F15,Fichero,Americano,Fichero madera claro de persiana con patas,46x44x116 (cm),https://atrezzovazquez.es/admin/img_prod/F15/F15-720x540.png
MUS15,Instrumentos musicales,Musica,Funda de guitarra de tela cuadros,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/MUS15/MUS15 (INM2)-720x540.png
ADO15,Adornos,Salón,Botijo Talavera,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO15/ADO15-720x540.png
DPT15,Deporte,Gimnasio,Banco de abdominales,45x100x47 (cm),https://atrezzovazquez.es/admin/img_prod/DPT15/GIM16-1-720x540.png
LAM15,Lámpara,Lámpara de mesa,Lámpara de mesa forma concha,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LAM15/LAM15-720X540.png
FUM15,Artículos de fumador,Cenicero,Cenicero grande loza marrón y escudo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/FUM15/FUM15-720x540.png
AZP15,Azulejos y platos de pared,Decoración,Azulejos de pared antiguos diferentes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AZP15/AZP15-720x540.png
BAD15,Bandejas,Menaje,Bandeja chapa decorada,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAD15/BAD15-720x540.png
BYC15,Atrezzo de bar y cafetería,Bar y cafetería,Botellas de cristal de gaseosa antiguas cierre presión,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BYC15/BYC15(BAR15-720x540).png
COL15,Atrezzo colegio,Colegio,Cartera colegio skay marrón antigua,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/COL15/COL15-720x540.png
DES15,Atrezzo despacho,Despacho,Escribanía metal grabado 1 tintero,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DES15/DES15-720x540.png
BAS15,Bascula,Farmacia,Balanza de farmacia nogal con caja  y con pesas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAS15/BAS15-720x540.png
BRA15,Brasero,Calefaccion,Brasero eléctrico mesa camilla niquelado,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BRA15/BRA15-720x540.png
BEB15,Bebé,Trona,Trona de niño niquelada plástico dibujos (abierta 95 de altura),40x80x67 (cm),https://atrezzovazquez.es/admin/img_prod/BEB15/BEB15-720x540.png
BRL15,Barril,Bidón,Bidón cilíndrico chapa gris con grifo,31x31x45 (cm),https://atrezzovazquez.es/admin/img_prod/BRL15/BRL15-1-720x540.png
CST15,Moda y costura,Avíos de costura,Juego de bolillos de madera,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CST15/CST15-720x540.png
CSE15,Carro de servicio,Cocina,Carro de servicio metal con cristales y asa,80x45x70 (cm),https://atrezzovazquez.es/admin/img_prod/CSE15/CSE15-720x540.png
CHI15,Chimenea,,Par de morillos de hierro.,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CHI15/CHI15-720x540.png
REC15,Reclinatorio,Enea,Reclinatorio oscuro de enea con cruz,50x43x87 (cm),https://atrezzovazquez.es/admin/img_prod/REC15/REC15-1-720x540.png
CRI15,Cristalería,,Copas de cristal grueso,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CRI15/CRI15-720x540.png
MC15,Macetero,Salón,Macetero claro columna salomónica,28x28x85 (cm),https://atrezzovazquez.es/admin/img_prod/MC15/MC15-1-720x540.png
ME15,Mesilla,Dormitorio,Mesilla alta caoba frente tallado (2 copetes),46x36x92 (cm),https://atrezzovazquez.es/admin/img_prod/ME15/ME15-1-720x540.png
VET15,Ventilador,,Ventilador de suelo caja crema,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/VET15/VET15-720x540.png
REL15,Reloj,Salón,Reloj pared nogal forma octogonal con péndulo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/REL15/REL15-720x540.png
TEL15,Telefonía,,Teléfonos antiguos de mesa de baquelita,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TEL15/TEL15-1-720x540.png
MYN15,Maletas y neceseres de viaje,Viaje,Maleta antigua fibra marrón cinchas madera,75x45x25 (cm),https://atrezzovazquez.es/admin/img_prod/MYN15/MYN15-720x540.png
MYC15,Maletines y carteras,,Bolsas para ordenador portátil de nylon,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYC15/MYC15-720x540.png
LYR15,Libros y revistas,,Revistas antiguas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LYR15/LYR15-720x540.png
TOC15,Objetos de tocador,Tocador,Joyero plateado grabado cuadrado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TOC15/TOC15-720x540.png
JUG15,Juguetes,Juguete,Juego antiguo Ping-Pong con su caja,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JUG15/JUG15-720x540.png
JAR15,Jarrones y jarras,Adorno,Jarra loza blanca borde azul y flores,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JAR15/JAR15-720x540.png
MYS15,Tocadiscos y altavoces,Altavoces,Altavoz caja antiguo madera azul frontal tela,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYS15/MYS15-720x540.png
TP15,Tapices y estandartes,Castillo,Tapiz pintado batalla naval,390x0x240 (cm),https://atrezzovazquez.es/admin/img_prod/TP15/TP15-720x540.png
ML15,Librería,Cubista,LIBRERÍA DESPACHO CUBISTA 3 CUERPOS,180x45x185 (cm),https://atrezzovazquez.es/admin/img_prod/ML15/ML15-720x540.png
MED15,Atrezzo medicina,Hospital,Cajas médicas con utensilios de laboratorio,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MED15/MED15-720x540.png
HOS15,Hospitales,Camillas,Camilla de masaje niquelada tapizada skay blanco,165x60x73 (cm),https://atrezzovazquez.es/admin/img_prod/HOS15/HOS15-720x540.png
VAA15,Atrezzo vario,,Llaves grandes antiguas de hierro,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAA15/VAA15-720x540.png
TYV15,Televisores y vídeos,Televisor,"Televisión caja roja y blanca (B/N) 21""",74x37x51 (cm),https://atrezzovazquez.es/admin/img_prod/TYV15/TYV15-1-720x540.png
AST15,Atrezzo astronomia,Óptica,Caja con catalejo de metal y brújula,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AST15/AST15-1-720x540.png
